id,output,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30
100601,1,34.515,-8.86,0.602,3.098,24.788,0.914,7.312,22.68,50.52,12.976,39.606,451.666,17.083,17.582,34.734,6.522,6.439,45.811,0.659,3.39,30.284,-3.096,-2.923,-2.354,-3.572,1216039167,9.62,9.2,9.151,8.751
100602,1,44.709,67.191,2.131,7.058,17.081,1.334,3.229,7.71,50.544,57.217,120.093,239.774,65.254,24.689,157.504,1.368,1.311,26.307,1.597,5.289,27.924,-1.073,-0.872,-0.608,-0.381,4507586941,2.367,2.133,2.424,2.185
100603,1,0.519,121.395,0.859,2.111,9.855,1.03,4.807,21.061,32.266,92.792,236.441,41.58,70.637,47.121,262.913,3.573,3.267,39.213,0.834,2.049,20.105,-153.538,-64.699,-38.353,-45.948,1947369280,5.109,4.891,5.153,4.932
100604,1,11.323,4.177,2.021,7.736,22.386,1.273,3.684,17.801,43.94,132.711,142.037,220.919,65.768,25.86,249.401,2.275,1.869,47.295,1.587,6.075,24.091,-4.616,-3.785,-2.796,-1.761,1621827044,5.495,4.214,5.417,4.154
100605,1,170.138,2.704,2.712,4.557,18.832,1.312,5.421,53.944,9.149,78.513,93.037,83.155,1.457,54.167,7266.447,1.104,1.077,41.389,2.067,3.473,11.56,42.393,41.523,16.805,8.127,1058834730,4.322,4.015,6.768,6.286
100606,1,6.583,24.387,0.376,1.573,16.179,0.363,3.734,11.059,41.486,18.763,105.639,205.803,119.419,23.517,33.939,3.112,3.06,65.616,1.038,4.332,30.802,3.605,2.124,1.615,1.556,799852152,6.157,5.798,6.25,5.885
100607,1,-7.314,-23.021,2.195,9.06,19.329,0.827,1.765,15.936,12.57,65.998,116.574,230.733,56.961,25.793,644.126,1.859,1.765,65.027,2.652,10.947,21.282,-57.197,-46.092,-34.923,-13.165,2278190239,6.572,6.441,5.251,5.146
100608,1,172.44,82.47,12.131,32.242,46.962,4.717,6.871,53.743,13.473,150.468,157.845,171.83,37.022,32.377,107.263,0.752,0.683,30.358,2.571,6.834,44.219,50.626,39.887,24.879,9.675,394104982,2,0.004,2.099,0.004
100609,1,42.396,178.292,4.761,21.996,41.459,2.492,4.698,32.383,14.221,61.987,145.728,277.059,160.375,18.606,20.034,1.619,1.424,42.743,1.91,8.824,19.859,67.372,41.87,32.806,17.174,1237940529,3.183,1.742,3.373,1.846
100610,1,34.181,-40.723,5.144,10.666,16.666,3.149,4.921,24.154,22.979,201.937,228.682,81.645,35.126,46.131,4072.727,1.476,1.476,49.197,1.633,3.386,35.53,-86.117,-56.832,-29.421,-18.011,233468137,5.524,4.327,5.349,4.19
100611,1,12.59,25.325,3.649,15.625,22.646,1.628,2.359,20.637,16.376,33.762,113.522,321.726,61.332,20.701,163.929,1.68,1.486,61.734,2.241,9.596,26.849,-7.769,-6.645,-5.093,-2.272,2638143553,7.991,7.413,6.297,5.842
100612,1,41.616,14.567,3.945,10.016,19.317,3.013,5.811,19.36,31.241,194.504,249.398,87.001,76.195,37.994,211.38,2.384,1.887,38.599,1.309,3.324,27.924,53.199,23.645,14.33,10.943,1886969916,2.833,2.298,2.727,2.212
100613,1,24.21,-28.115,3.74,7.275,23.247,2.193,7.009,42.532,21.454,137.181,190.152,100.856,0.171,49.744,727.118,2.14,1.979,40.971,1.705,3.316,39.507,-21.132,-21.032,-10.218,-5.992,400990094,3.185,2.887,3.143,2.849
100614,1,10.263,-5.888,5.063,22.807,42.105,1.768,3.264,23.587,17.042,103.86,120.024,326.377,3.543,23.26,327.753,1.224,1.224,52.38,2.863,12.899,32.327,-27.777,-27.534,-21.421,-7.48,501211295,4.847,4.508,4.766,4.433
100615,1,2.834,1.885,3.794,14.708,31.539,2.601,5.577,58.1,8.725,108.72,131.976,267.231,4.378,26.909,247.679,2.306,2.306,38.692,1.458,5.654,14.201,-6.539,-6.432,-4.773,-3.271,325358379,4.277,3.966,4.426,4.104
100616,1,16.967,4.41,2.653,10.635,29.828,1.649,4.626,26.491,18.735,54.298,125.673,304.31,3.685,24.51,101.329,2.188,1.517,53.024,1.608,6.447,14.205,-11.028,-10.903,-8.183,-5.088,8834005980,7.35,3.806,7.203,3.729
100617,1,58.104,15.879,4.327,11.516,25.085,3.812,8.305,27.127,30.451,55.802,105.119,134.198,2.061,42.326,351,3.888,3.699,46.235,1.134,3.02,25.407,-21.926,-21.482,-13.41,-11.815,806666201,5.77,4.814,5.611,4.682
100618,1,28.688,55.901,3.71,21.102,45.249,1.562,3.35,48.372,8.441,85.948,107.864,443.755,1.24,18.348,240.628,1.43,1.391,52.673,2.375,13.506,24.425,-25.671,-25.582,-21.083,-8.876,1085939608,5.925,5.427,5.892,5.398
100619,1,6.755,-5.578,2.123,7.532,25.322,1.658,5.576,23.517,27.501,65.334,85.925,262.733,1.007,27.492,459.726,3.57,3.127,63.251,1.28,4.54,26.072,-17.327,-16.366,-11.751,-9.178,1740837562,4.641,4.329,4.441,4.143
100620,1,-9.96,25.44,3.381,12.334,30.616,2.248,5.582,44.838,38.832,190.538,203.915,140.919,120.919,27.636,277.65,3.734,3.734,43.519,1.503,5.484,56.884,50.498,25.291,18.357,12.208,966939306,2.854,2.533,2.74,2.432
100621,1,42.105,77.019,3.555,14.285,34.693,1.235,2.999,44.905,18.829,176.176,192.154,151.403,111.015,27.592,202.868,1.865,1.814,34.982,2.878,11.565,48.838,-29.814,-17.874,-13.425,-4.663,746947581,2.425,2.289,2.32,2.189
100622,1,187.976,116.314,5.127,19.846,32.506,5.4,8.845,37.475,31.209,93.977,114.484,312.441,74.961,20.516,14.486,3.491,2.234,20.899,0.949,3.674,28.198,169.672,111.025,82.342,70.428,670388031,1.675,1.562,1.582,1.475
100623,1,57.538,42.019,6.231,12.268,20.37,4.653,7.726,37.288,39.291,116.755,142.287,62.251,22.516,54.121,364.444,2.37,2.37,32.168,1.339,2.636,58.553,19.548,12.425,6.114,4.565,447534639,1.777,1.574,1.786,1.582
100624,1,63.365,22.889,4.375,26.787,44.093,3.956,6.512,13.653,47.85,54.501,112.255,489.124,70.954,15.149,94.11,2.778,2.645,43.781,1.105,6.77,38.957,-7.966,-7.285,-6.095,-5.512,2152778438,5.42,4.671,5.288,4.558
100625,1,-4.989,43.308,2.108,6.378,2.391,2.283,0.856,2.527,50.991,408.376,433.507,42.256,149.446,34.281,667.027,4.893,3.588,56.238,0.923,2.792,20.703,9.587,2.417,1.618,1.753,1250307917,4.261,3.442,2.913,2.353
100626,1,32.639,-0.642,-4.527,-20.884,29.208,-4.658,6.515,31.339,41.83,24.605,50.541,436.763,23.236,17.857,61.328,4.442,4.393,54.297,0.971,4.483,24.861,21.43,19.81,15.515,15.964,2523230277,6.735,5.961,26.55,23.5
100627,1,-13.728,3.196,9.023,31.483,48.697,4.68,7.239,54.568,33.454,83.333,98.965,170.923,29.076,33.333,131.877,2.356,2.356,47.806,1.927,6.727,47.581,-42.166,-36.487,-26.03,-13.501,993594595,3.041,2.92,3.119,2.995
100628,1,32.35,19.769,0.118,0.381,18.805,0.137,6.785,19.17,59.444,93.481,106.432,139.307,96.774,29.754,392.537,4.539,4.172,61.535,0.864,2.771,34.503,-1.825,-1.037,-0.713,-0.825,1296476392,3.278,3.196,3.569,3.48
100629,1,-33.868,25.485,3.816,11.724,25.278,3.869,8.342,30.068,34.327,100.699,123.572,139.113,16.693,39.091,144.987,4.567,4.567,20.506,0.986,3.03,26.81,29.942,27.218,18.357,18.61,1818673821,1.131,0.984,1.125,0.979
100630,1,94.476,4.701,0.585,3.389,21.525,1.056,6.708,31.28,61.584,158.683,172.519,174.666,447.333,13.85,289.763,5.705,5.335,81.417,0.554,3.208,22.456,-3.976,-1.097,-0.907,-1.637,1165793678,20.27,12.919,19.814,12.629
100631,1,16.628,61.468,10.68,15.138,4.761,14.543,4.574,12.755,37.935,317.884,438.88,16.67,22.971,71.611,409.523,2.428,1.807,22.391,0.734,1.04,27.333,248.596,118.521,34.902,47.528,1343287962,2.101,0.358,1.189,0.203
100632,1,11.226,83.041,2.125,16.008,48.44,1.186,3.591,27.315,29.923,67.531,82.915,430.828,206.743,13.557,67.372,2.466,2.204,59.9,1.79,13.486,48.33,15.586,9.643,8.363,4.67,1941136024,4.461,4.208,4.302,4.058
100633,1,-0.983,-40.935,1.34,5.962,20.983,2.399,8.444,36.82,43.134,25.301,80.049,243.082,90.075,23.086,56.373,5.141,5.141,40.079,0.558,2.484,27.086,-2.794,-1.998,-1.549,-2.773,1384187580,6.954,6.503,7.261,6.789
100634,1,104.534,-2.626,3.8,9.745,15.437,5.347,8.471,31.85,44.172,96.548,104.115,185.855,14.473,33.296,58.781,4.448,0.851,35.049,0.71,1.822,28.388,26.143,24.262,14.799,20.823,933370134,4.129,3.987,3.265,3.153
100635,1,27.336,2.186,1.05,7.983,36.847,1.379,6.364,27.006,31.161,36.051,43.382,455.118,255.511,12.336,51.088,5.215,4.932,45.641,0.762,5.789,12.732,8.341,5.616,4.877,6.4,1762519380,7.414,7.122,7.146,6.865
100636,1,122.453,7.943,2.441,15.67,20.206,2.056,2.651,13.172,39.909,68.605,75.875,627.8,124.481,11.733,28.151,3.03,0.649,41.041,1.187,7.62,37.905,33.272,27.701,23.385,19.696,737528378,10.035,8.202,6.534,5.341
100637,1,-2.049,-50.566,2.315,6.195,-9.417,2.293,-3.486,-24.203,44.249,115.762,125.839,93.028,67.788,38.341,1700,3.394,0.275,54.746,1.009,2.701,34.923,-4.845,-2.662,-1.667,-1.651,482317073,29.7,28,4.4,4.148
100638,1,8.13,-19.567,-2.448,-12.668,9.138,-2.34,1.688,8.317,44.08,83.044,97.929,396.23,66.74,17.762,104.972,3.76,3.722,37.928,1.046,5.412,27.699,-0.867,-0.796,-0.642,-0.613,1148747560,13.563,8.676,15.046,9.625
100639,1,32.632,25.6,1.764,8.714,25.708,1.207,3.561,24.964,35.466,100.355,152.523,162.096,194.239,21.913,81.987,2.354,1.911,49.633,1.461,7.218,45.78,41.768,19.502,15.554,10.643,1762705896,5.053,4.452,4.915,4.33
100640,1,-4.252,-3.438,4.004,12.281,28.495,2.972,6.897,76.832,10.51,88.51,152.338,169.368,21.336,34.399,178.153,3.207,2.467,38.777,1.347,4.131,11.729,4.499,3.875,2.611,1.938,894433139,3.652,3.246,4.009,3.563
100641,1,7.77,81.122,2.189,7.96,29.516,2.441,9.051,44.712,44.421,69.326,112.237,109.246,153.769,27.547,417.766,6.328,6.328,61.988,0.896,3.26,18.474,-27.534,-13.124,-9.514,-10.61,2365437172,6.498,6.431,6.487,6.421
100642,1,95.997,42.381,2.477,11.624,37.406,2.568,8.264,44.346,29.74,41.389,58.46,395.42,89.217,17.104,205.399,4.478,4.181,61.546,0.964,4.526,19.31,-11.986,-9.364,-7.368,-7.639,903219228,8.794,8.462,10.15,9.766
100643,1,204.659,88.367,1.347,7.656,16.718,1.008,2.202,15.484,30.278,82.595,109.324,394.382,66.496,17.829,192.384,3.17,2.82,52.431,1.335,7.59,28.571,-41.283,-34.34,-28.296,-21.181,1470925714,10.623,8.785,7.844,6.487
100644,1,-5.189,-10.305,0.81,2.415,18.872,0.785,6.137,30.847,61.708,108.09,141.447,124.58,66.047,34.408,156.238,4.479,4.479,36.111,1.031,3.075,23.552,-11.318,-7.404,-4.92,-4.77,2121542345,5.16,4.478,5.79,5.024
100645,1,79.298,18.991,19.198,50.774,74.514,13.636,20.013,68.196,19.132,75.183,81.218,139.004,29.4,37.257,119.898,4.831,4.594,38.703,1.407,3.723,45.274,54.469,46.533,28.937,20.554,1449256930,1.617,0.956,1.687,0.998
100646,1,99.671,14.278,4.998,14.743,27.777,2.993,5.639,21.001,30.741,111.834,133.629,201.59,40.159,29.261,404.109,2.472,1.822,53.519,1.669,4.925,34.987,-84.509,-60.383,-39.913,-23.904,708582264,5.257,4.845,4.972,4.583
100647,1,30.869,0.723,5.199,21.326,34.513,4.183,6.77,30.503,34.216,95.604,104.009,250.894,71.013,23.701,125.778,2.682,2.603,35.075,1.242,5.097,30.859,8.907,7.19,5.437,4.375,2142612702,2.92,1.969,2.895,1.951
100648,1,13.352,5.042,1.752,5.497,20.578,2.916,10.916,49.358,50.154,101.119,102.238,207.244,13.825,31.145,342.387,6.141,6.141,47.544,0.6,1.885,14.683,8.654,8.17,5.566,9.264,1943480732,6.129,6.066,6.845,6.774
100649,1,25.467,43.703,1.744,7.529,32.517,1.236,5.34,39.491,20.835,40.095,94.614,254.797,130.483,20.606,112.753,4.31,4.221,65.108,1.41,6.088,23.924,-16.455,-10.733,-8.246,-5.844,2216203962,8.658,7.959,8.357,7.682
100650,1,40.86,-7.873,2.399,8.916,17.285,1.727,3.348,32.595,19.412,126.31,173.794,214.382,89.812,24.74,208.955,2.257,1.803,42.327,1.389,5.161,19.576,-42.15,-29.349,-21.45,-15.441,1281060234,8.397,6.088,7.159,5.191
100651,1,4.307,53.824,1.502,7.683,41.053,0.809,4.324,13.405,44.369,88.458,134.894,311.416,93.023,19.823,60.771,3.029,1.873,21.374,1.856,9.492,36.968,78.905,60.795,48.905,26.341,1918531577,1.795,1.105,1.841,1.133
100652,1,-52.423,18.521,3.963,21.875,46.875,1.632,3.498,32.085,15.025,91.319,102.083,202.816,59.859,27.572,240.566,1.224,1.224,26.213,2.427,13.398,25.477,5.17,4.321,3.538,1.457,257695205,1.31,1.223,1.406,1.312
100653,1,38.692,27.545,4.84,22.537,57.595,3.347,8.554,40.731,51.218,119.854,123.567,185.757,195.802,20.765,71.753,5.702,5.529,42.559,1.446,6.732,61.348,38.771,16.712,13.122,9.075,2065628689,1.82,1.447,1.773,1.409
100654,1,-19.921,17.808,8.984,21.421,32.232,4.013,6.039,45.609,22.101,153.003,166.607,98.951,8.566,48.188,440,1.837,1.312,33.951,2.238,5.337,34.089,-66.925,-62.328,-36.188,-16.166,589234880,2.316,1.275,2.384,1.313
100655,1,-7.52,-34.457,2.348,8.124,14.716,3.685,6.675,33.256,35.775,77.616,109.562,206.381,20.618,30.58,215.311,6.56,6.305,35.625,0.637,2.204,23.474,2.973,2.66,1.89,2.967,1543368379,4.042,3.189,3.093,2.44
100656,1,34.215,12.546,1.461,5.245,23.066,0.774,3.407,49,15.03,74.334,118.885,238.728,50.458,25.694,428.947,2.454,2.215,62.603,1.885,6.768,22.632,-34.75,-27.269,-19.672,-10.432,1512809060,8.586,7.69,8.768,7.853
100657,1,104.505,33.011,3.962,15.352,28.838,1.075,2.019,46.333,6.933,80.98,124.73,356.923,0.961,21.839,605.803,1.162,0.581,67.324,3.685,14.278,15.421,-67.222,-66.907,-49.638,-13.469,410575776,10.546,9.782,8.807,8.17
100658,1,108.294,138.162,13.7,41.389,52.567,2.723,3.459,59.385,18.539,94.931,95.711,128.25,97.75,30.674,533.734,0.894,0.536,37.73,5.03,15.196,50.6,138.019,96.86,64.8,12.882,932534025,1.271,1.266,1.144,1.139
100659,1,-13.678,17.652,0.5,1.847,16.792,0.432,3.927,26.246,88.303,47.847,50.138,239.6,7.154,28.838,276.063,3.26,2.906,56.621,1.159,4.275,33.242,8.495,8.309,6.056,5.223,2248202797,6.483,5.637,6.629,5.764
100660,1,-1.523,3.577,1.591,2.853,22.372,1.851,14.514,55.193,38.018,352.341,356.438,42.76,38.112,55.287,454.326,2.731,2.437,25.914,0.859,1.541,20.859,57.539,26.365,11.661,13.566,1684237805,1.913,0.472,5.081,1.255
100661,1,7.83,11.92,2.984,12.352,13.491,2.395,2.615,13.52,26.422,75.911,129.176,183.25,123.514,24.584,75.826,2.106,2.089,30.669,1.246,5.157,24.912,-1.397,-0.809,-0.613,-0.492,1555499305,8.894,8.523,5.213,4.996
100662,1,152.948,-18.31,0.251,0.871,3.923,0.462,2.079,5.224,61.244,36.026,63.394,347.151,4.34,22.148,576.132,2.512,1.79,71.493,0.544,1.886,18.097,-12.649,-12.412,-8.828,-16.204,2120290532,39.606,34.86,28.416,25.923
100663,1,-13.613,-25.21,4.39,12.108,18.371,2.104,3.193,22.055,21.794,59.855,226.322,81.889,71.751,39.425,40.517,0.997,0.907,46.1,2.086,5.753,21.65,21.85,11.638,7.418,3.555,1201307996,2.897,2.497,2.815,2.426
100664,1,32.129,34.559,4.479,20.06,57.993,2.438,7.048,50.105,18.735,114.789,128.499,283.571,48.775,23.129,316.168,3.044,2.97,47.51,1.837,8.227,31.084,-40.167,-33.519,-26.035,-14.171,1267859589,3.653,3.43,4.066,3.818
100665,1,14.551,36.007,4.23,13.979,37.653,3.001,8.085,32.367,28.509,97.272,176.047,98.686,131.319,30.302,1321.428,4.616,4.48,66.215,1.409,4.656,37.457,134.791,52.613,36.692,26.037,1889909329,5.004,4.869,5.004,4.869
100666,1,-0.279,72.692,6.464,13.866,26.666,1.69,3.25,36.075,21.764,232.829,338.228,46.532,61.206,48.137,208.571,2.106,1.391,33.139,3.823,8.202,53.455,91.441,37.82,20.188,5.279,1673706379,1.997,0.448,1.703,0.383
100667,1,62.696,68.216,6.996,19.719,33.754,5.282,9.043,45.635,23.131,293.368,318.181,59.706,145.274,32.788,108.095,3.402,2.18,50.984,1.324,3.732,29.229,165.387,45.726,29.503,22.278,1230375989,3.717,3.348,3.419,3.08
100668,1,50.674,-9.189,3.928,12.9,24.133,2.785,5.211,28.795,27.121,71.555,98.697,254.402,18.308,26.83,171.987,3.202,2.785,44.187,1.41,4.63,39.529,-0.253,-0.23,-0.16,-0.113,1431189038,5.655,4.353,4.919,3.786
100669,1,0.923,67.556,1.129,4.345,7.632,1.553,2.729,13.618,45.223,34.591,72.377,150.218,129.716,26.32,79.53,5.398,5.358,56.027,0.726,2.796,25.414,-0.875,-0.41,-0.304,-0.418,2270201000,6.015,5.645,4.456,4.182
100670,1,-13.361,-33.318,2.273,8.61,15.19,2.824,4.982,28.59,35.062,14.28,77.19,203.02,45.033,28.731,20.77,6.498,6.383,41.033,0.805,3.048,23.125,18.059,15.197,11.184,13.892,1526959276,5.442,5.398,3.668,3.639
100671,1,752.181,-18.508,-0.623,-4.175,14.196,-1.076,3.659,7.488,56.304,40.621,90.508,1941.666,11.504,4.423,62.335,5.328,4.628,21.393,0.579,3.878,20.86,19.521,19.428,16.526,28.525,1046135135,5.204,5.09,4.945,4.837
100672,1,-0.645,4.347,2.774,6.165,16.119,1.688,4.413,34.213,20.054,108.454,111.038,118.212,1.388,45.537,317.741,3.918,2.462,39.721,1.643,3.652,20.997,14.61,14.437,7.94,4.831,1294942685,2.454,1.737,2.131,1.508
100673,1,6.672,-12.312,0.244,1.059,-6.056,0.285,-1.632,-17.316,35.378,125.956,127.627,216.415,125.451,22.631,138.216,0.571,0.244,33.162,0.856,3.709,25.878,-18.517,-11.641,-8.952,-10.448,866782491,4.286,4.035,3.32,3.126
100674,1,-7.493,-10.568,1.84,5.856,17.276,0.809,2.387,37.82,14.46,79.34,128.981,198.575,5.413,32.895,78.787,2.428,1.416,55.951,2.274,7.235,20.432,-13.533,-13.288,-9.111,-4.006,357317562,7.107,3.464,5.477,2.669
100675,1,3.989,-25.487,0.464,2.752,37.614,0.636,8.692,32.539,43.292,29.09,202.424,243.542,362.361,14.166,42.985,7.703,7.703,63.826,0.73,4.327,34.219,4.702,1.986,1.651,2.261,612593333,7.98,7.973,8.25,8.243
100676,1,32.012,5.305,2.449,6.976,26.91,2.898,11.18,33.196,43.174,284.438,305.612,62.921,140.288,32.98,649.693,7.453,7.453,49.814,0.845,2.406,29.921,-40.174,-12.404,-8.048,-9.523,625601942,4.801,4.637,4.901,4.734
100677,1,16.447,15.582,1.994,11.192,46.244,1.859,7.682,70.089,17.369,30.472,92.33,336.401,133.612,17.543,176.923,5.627,5.603,62.025,1.072,6.019,15.192,11.799,8.205,6.743,6.288,709884734,7.12,6.112,7.061,6.061
100678,1,130.708,39.42,0.502,0.932,5.362,0.369,2.125,7.776,29.573,45.969,68.307,94.257,24.709,45.668,136.596,1.871,1.871,35.682,1.358,2.523,21.189,131.278,97.074,44.796,32.963,1280250945,3.222,3.165,3.161,3.105
100679,1,83.703,76.74,5.845,26.748,34.09,2.183,2.783,50.257,6.933,241.993,251.586,171.28,171.41,22.589,263.522,0.285,0.285,39.45,2.676,12.248,16.007,-74.331,-50.256,-39.274,-14.673,306858177,5.973,5.778,5.973,5.778
100680,1,65.131,17.77,19.478,65.116,74.418,5,5.714,34.594,36.415,89.409,94.297,230.516,5.164,29.79,492.941,0.848,0.848,46.853,3.895,13.023,134.956,-28.316,-27.543,-19.304,-4.955,815708712,1.565,1.537,1.543,1.516
100681,1,-23.348,19.37,7.646,50,77.857,4.1,6.385,60.555,28.016,94.68,107.598,380.346,8.67,20.449,191.785,1.347,1.347,33.806,1.864,12.192,56.034,28.042,27.337,23.156,12.419,478237221,1.196,1.188,1.282,1.273
100682,1,22.131,2.969,7.146,13.973,20.611,7.21,10.635,33.859,44.479,212.366,213.534,83.836,14.367,50.453,1052.136,2.163,2.163,40.238,0.991,1.937,31.978,-12.039,-10.146,-4.957,-5.002,987000000,2.907,0.758,3.172,0.827
100683,1,-0.693,-1.955,4.295,16.054,35.238,4.526,9.934,39.183,43.482,119.206,121.076,222.292,30.226,28.367,438.983,5.868,3.49,60.057,0.949,3.546,33.855,-0.64,-0.546,-0.4,-0.421,1133580044,4.458,4.108,3.946,3.636
100684,1,630.769,38.708,5.119,21.861,19.645,5.182,4.656,34.635,28.999,321.651,327.008,59.18,455.35,16.272,262.241,3.221,1.785,64.939,0.987,4.218,24.697,-2.255,-0.406,-0.311,-0.315,828218094,16.508,15.732,10.31,9.825
100685,1,-4.688,25.16,6.178,22.731,43.171,3.143,5.969,43.828,14.996,134.642,141.142,221.518,13.291,29.867,826.553,2.655,2.655,58.317,1.965,7.231,34.434,-17.913,-16.77,-12.212,-6.213,615476394,4.314,2.912,4.154,2.804
100686,1,223.46,830.566,56.281,142.857,184.313,18.044,20.566,84.833,10.288,41.325,67.513,586.747,169.77,11.675,46.709,0.621,0.621,34.582,4.114,36.155,114.27,160.98,126.399,106.976,27.449,3275017362,0.507,0.48,0.567,0.537
100687,1,12.992,287.917,14.21,84.583,100.416,3.719,4.415,35.389,17.902,83.87,108.87,297.362,5.035,24.851,83.107,0.219,0.146,11.918,3.82,22.741,58.732,30.135,29.869,24.851,6.504,977104889,0.52,-0.075,0.554,-0.08
100688,1,16.358,-10.744,5.799,23.326,31.548,7.163,9.688,53.571,37.614,175.67,203.256,100.578,226.974,23.388,1539.13,4.169,4.11,59.756,0.809,3.256,31.376,13.661,3.859,2.899,3.581,640569182,3.382,3.301,3.157,3.08
100689,1,-5.4,24.818,2.587,10.116,34.241,2.019,6.834,45.595,28.976,172.374,231.963,81.564,189.199,26.971,1320.588,5.398,4.388,67.252,1.281,5.009,27.17,28.872,9.16,6.817,5.32,746156929,6.762,5.358,6.286,4.981
100690,1,62.641,0.644,4.354,17.307,29.059,3.707,6.224,43.729,33.815,82.75,86.55,258.546,80.157,22.794,54.661,3.295,1.098,47.021,1.174,4.668,36.612,12.857,8.405,6.29,5.354,738864981,3.23,2.855,2.861,2.528
100691,1,-4.075,-3.107,4.876,20.939,43.879,4.591,9.621,60.253,23.438,177.47,184.901,171.409,112.466,26.05,555.555,3.983,3.983,63.254,1.062,4.56,21.692,21.305,13.04,10.003,9.419,694241639,5.209,2.845,5.224,2.854
100692,1,4.781,9.638,1.148,4.456,10.572,1.388,3.293,17.82,34.774,45.458,70.27,194.234,96.213,25.611,438.251,7.485,7.24,63.852,0.827,3.21,21.091,16.613,11.855,8.801,10.642,1277631012,10.383,9.77,5.864,5.518
100693,1,-0.136,42.159,2.624,13.05,25.945,2.399,4.77,39.39,30.992,59.448,134.603,182.993,108.39,25.55,112.933,3.038,2.881,47.624,1.094,5.439,30.317,-38.875,-24.866,-19.864,-18.157,2183140257,3.711,3.278,3.407,3.01
100694,1,32.76,-28.18,0.099,0.551,22.999,0.215,8.983,21.815,52.428,70.64,105.24,229.357,287.798,16.203,78.329,9.162,8.947,65.378,0.461,2.56,21.149,-29.231,-14.084,-11.545,-25.008,1459087079,17.521,17.378,16.786,16.648
100695,1,-8.506,1.736,2.371,9.819,29.198,2.527,7.514,48.567,28.264,123.007,131.515,136.915,148.974,25.914,228.041,4.544,4.078,51.934,0.938,3.885,24.854,27.852,10.474,7.945,8.468,1275024993,3.718,3.614,3.646,3.544
100696,1,3.318,27.022,0.909,8.346,52.7,0.142,0.902,22.486,9.58,42.987,97.966,488.348,25.835,16.281,129.172,0.939,0.695,52.787,6.364,36.155,43.518,13.861,13.036,11.615,1.825,3417028499,3.463,3.324,3.238,3.109
100697,1,-8.388,16.913,3.302,20.175,43.421,3.066,6.6,42.307,36.449,69.387,75.306,152.647,194.392,22.369,147,5.733,5,63.972,1.076,6.578,35.104,-6.099,-2.832,-2.368,-2.2,546739953,6.12,5.766,4.756,4.481
100698,1,-6.84,0.624,2.008,7.806,14.126,1.302,2.357,6.846,57.079,108.355,127.897,265.949,2.508,27.14,150.216,2.233,1.054,43.579,1.541,5.992,32.902,-15.135,-15.067,-11.19,-7.258,920120253,6.492,6.434,5.033,4.988
100699,1,14.213,-33.635,1.838,7.64,19.95,1.942,5.071,27.592,29.387,109.262,124.605,250.637,52.742,24.79,314.143,3.525,2.571,51.699,0.946,3.933,19.337,-25.766,-20.533,-15.592,-16.474,1633946176,6.312,5.978,5.891,5.58
100700,1,7.539,28.205,1.995,5.508,18.207,3.025,10,36.448,47.025,126.236,129.585,96.461,53.846,39.95,630,6.102,6.051,49.2,0.659,1.82,28.411,-13.39,-6.682,-4.261,-6.461,916988170,3.391,3.279,3.435,3.321
100701,1,27.826,43.621,3.186,7.589,19.041,0.655,1.644,57.661,6.933,107.735,172.085,114.432,34.958,40.097,568.81,0.856,0.856,51.311,4.862,11.58,18.113,-34.263,-23.367,-13.556,-2.788,727140426,4.365,4.074,4.365,4.074
100702,1,-15.96,0.721,0.081,0.843,20.253,0.037,0.904,15.789,14.145,58.823,84.162,742.857,106.722,10.53,41.759,0.98,0.866,15.663,2.164,22.388,19.257,39.556,33.875,30.599,14.134,375270949,1.164,0.697,1.141,0.683
100703,1,-5.274,-6.301,-2.196,-4.753,12.708,-0.657,1.757,34.233,15.393,72.35,164.362,107.817,8.181,46.296,198.969,1.9,1.793,42.125,3.341,7.231,33.233,1.58,1.472,0.791,0.236,3442616679,4.76,2.677,4.437,2.495
100704,1,65.805,24.042,5.465,15.3,26.3,4.413,7.585,56.559,24.044,81.435,116.172,105.236,120.845,30.667,128.772,2.74,2.509,37.306,1.238,3.467,22.325,173.849,59.849,38.471,31.064,833624433,3.775,3.187,3.649,3.081
100705,1,19.075,3.194,3.727,18.884,48.927,4.127,10.694,51.583,35.452,61.692,64,254.901,149.019,19.844,106.593,6.472,6.472,61.089,0.903,4.575,30.156,1.409,0.844,0.677,0.75,377926698,4.41,4.101,4.361,4.055
100706,1,52.101,18.938,2.458,10.827,27.977,1.276,3.298,26.111,19.192,36.761,94.919,328.348,61.216,20.426,252.259,2.246,2.114,64.77,1.926,8.48,27.815,-12.718,-10.206,-7.888,-4.095,1879139984,5.207,5.14,5.057,4.992
100707,1,1.411,25.974,1.915,6.518,24.986,1.197,4.59,65.902,11.061,108.011,152.045,185.263,49.263,29.893,674.906,3.393,3.373,58.747,1.599,5.442,16.82,-0.85,-0.677,-0.478,-0.299,554194880,6.764,6.597,6.437,6.279
100708,1,-6.552,65.592,12.259,38.782,51.634,2.554,3.401,44.901,8.495,137.412,143.24,161.886,13.018,36.376,209.213,0.401,0.103,11.393,4.799,15.181,47.398,38.838,35.539,24.305,5.064,572000000,0.586,0.388,0.566,0.375
