id,output,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30
100823,1,10.066,27.091,3.125,7.762,13.13,2.096,3.546,19.868,25.977,67.77,130.043,111.801,37.849,40.055,131.728,2.821,0.979,48.111,1.49,3.702,26.201,32.179,18.63,11.128,7.464,1325907253,6.745,5.592,4.886,4.051
100824,1,7.125,0.59,1.914,7.186,21.465,1.411,4.217,26.995,25.728,164.339,168.56,166.486,108.468,26.669,373.136,2.988,2.548,51.273,1.356,5.09,25.832,70.197,40.433,29.661,21.873,1403243162,4.742,4.057,4.409,3.772
100825,1,-2.062,-10.259,3.905,19.2,35.04,3.055,5.576,48.938,20.957,43.539,50.821,288.686,64.89,22.046,64.215,2.316,2.316,41.149,1.278,6.284,26.509,24.389,19.979,15.915,12.45,1646218386,3.663,3.1,3.541,2.997
100826,1,205.439,-1.01,3.531,15.135,30.271,2.236,4.473,15.761,31.996,383.727,488.451,52.049,408.196,17.849,449.664,2.128,2.084,65.349,1.578,6.767,32.161,-57.667,-11.94,-9.154,-5.798,1473436086,9.403,9.028,9.023,8.663
100827,1,-17.353,-10.876,1.171,4.095,-2.047,0.454,-0.227,-1.97,19.381,105.263,114.416,219.23,2.173,31.113,316.455,1.231,0.549,53.537,2.575,9.005,19.375,-3.793,-3.759,-2.684,-1.042,1022760855,39.606,34.86,8.504,5.504
100828,1,-15.593,-25.265,-9.474,-75.257,-52.513,-6.662,-3.877,-42.63,39.434,69.196,84.183,795.939,621.827,6.588,71.2,3.65,2.784,77.792,1.422,13.541,39.865,-1.261,-0.786,-0.704,-0.495,1911766375,13.523,13.104,10.869,10.532
100829,1,44.749,39.646,2.737,11.214,25.634,2.264,5.176,43.049,31.599,55.165,60.581,211.005,79.259,25.623,86.721,3.585,2.884,43.655,1.208,4.951,30.475,61.834,42.302,31.975,26.449,1172038874,4.27,3.827,4.004,3.589
100830,1,19.405,72.786,2.459,10.514,12.149,2.414,2.79,20.233,30.099,135.133,146.47,207.547,131.187,22.792,128.571,4.319,2.522,42.676,1.018,4.353,31.639,6.73,3.887,2.978,2.924,1121822894,11.246,1.473,5.68,0.744
100831,1,-4.092,15.936,1.295,5.312,24.343,1.652,7.572,49.116,37.137,46.66,75.248,165.487,86.669,28.396,125.759,3.668,3.268,52.759,0.783,3.214,20.153,28.48,15.226,11.514,14.69,2045137150,6.113,5.645,7.371,6.807
100832,1,231.564,37.41,13.634,35.173,49.897,7.468,10.594,55.203,30.622,45.758,49.1,202.956,3.478,32.633,206.722,1.128,1.128,45.402,1.825,4.709,74.355,51.268,49.708,30.439,16.673,705241944,2.555,2.421,2.539,2.406
100833,1,115.508,34.15,4.283,18.548,21.612,3.687,4.296,25.769,44.014,68.61,94.434,229.652,58.793,25.743,80.891,2.981,1.474,64.964,1.161,5.03,47.895,3.817,3.147,2.42,2.084,1372813725,7.132,4.187,5.46,3.205
100834,1,14.968,36.507,3.933,11.695,22.222,1.55,2.945,22.619,46.644,133.469,147.346,135.359,64.088,33.394,273.504,1.317,1.317,22.878,2.536,7.543,122.32,29.577,18.666,12.389,4.883,601710721,1.907,1.861,1.85,1.805
100835,1,509.854,18.043,2.159,11.028,36.448,2.533,8.372,38.385,26.466,46.931,67.768,172.441,266.511,18.554,244.751,5.839,5.324,61.661,0.852,4.353,22.144,31.668,14.428,11.603,13.61,616414916,11.524,11.112,10.992,10.6
100836,1,-41.09,29.406,0.278,2.732,11.202,0.361,1.481,5.865,37.575,56.194,199.225,243.665,399.73,13.451,84.272,3.143,3.143,63.959,0.771,7.562,12.02,5.314,3.354,3.012,3.901,1040079356,5.617,5.573,4.741,4.704
100837,1,152.12,19.712,3.767,25.221,48.672,2.364,4.562,31.25,21.475,91.074,102.687,285.479,219.452,16.53,75,1.742,1.742,41.485,1.593,10.668,31.064,62.397,38.616,32.848,20.613,517772926,5.619,5.19,5.619,5.19
100838,1,-16.811,97.156,15,98.673,129.973,10.316,13.588,40.329,34.215,118.108,160.54,181.076,130.505,24.296,224.949,3.549,2.052,41.577,1.454,9.564,45.04,18.904,11.079,9.395,6.461,1233818115,1.863,1.746,1.83,1.715
100839,1,37.911,5.813,1.274,4.849,20.174,1.025,4.264,24.47,21.202,103.365,124.761,298.295,19.318,23.945,202.435,2.993,2.993,39.501,1.243,4.731,16.615,-4.403,-3.94,-2.905,-2.337,517128440,5.845,5.651,5.925,5.727
100840,1,362.551,-11.186,13.18,41.509,60.534,10.623,15.492,53.621,27.459,80.583,82.352,250.456,42.633,25.439,206.122,2.012,1.81,44.776,1.24,3.907,37.643,26.416,23.189,15.826,12.756,682361775,3.061,2.993,3.26,3.188
100841,1,24.83,8.849,2.867,6.241,6.028,3.577,3.455,15.165,40.839,236.241,284.894,58.734,67.984,44.107,739.501,2.825,1.646,38.753,0.801,1.744,27.042,-12.037,-5.544,-2.997,-3.739,2009310907,11.012,6.969,6.468,4.093
100842,1,-4.038,-6.47,0.15,0.597,2.988,0.129,0.648,6.4,23.669,229.555,235.857,152.533,137.853,25.615,218.614,3.418,0.486,55.602,1.16,4.611,18.711,-20.411,-12.591,-9.421,-8.117,1460856734,22.757,17.671,8.695,6.752
100843,1,53.759,8.987,6.554,21.723,35.8,2.626,4.328,35.585,15.406,87.005,99.739,255.666,1.111,28.028,827.941,2.465,1.951,64.901,2.495,8.27,28.963,-4.031,-3.46,-2.416,-0.968,1049983070,6.744,4.912,5.772,4.204
100844,1,75.988,-12.983,0.811,3.725,19.672,0.657,3.473,13.173,36.885,102.094,140.172,190.492,169.953,21.718,177.647,3.315,2.026,64.95,1.234,5.663,28.093,-94.517,-49.044,-38.356,-31.078,1401649651,17.572,16.503,15.076,14.159
100845,1,2.651,-34.532,3.787,16.822,35.683,2.184,4.634,58.659,15.946,89.303,91.413,319.435,2.194,23.717,133.108,1.544,1.544,43.717,1.733,7.699,27.352,38.14,37.867,29.342,16.927,722550000,3.781,2.302,3.855,2.347
100846,1,-8.559,-21.143,0.684,2.341,17.561,1.093,8.2,67.647,32.133,109.106,119.534,175.188,53.296,30.442,895.569,7.487,6.94,52.259,0.626,2.141,15.036,6.281,5.554,3.93,6.275,1351840376,7.613,7.129,7.196,6.738
100847,1,-9.04,0.678,0.204,0.433,14.045,0.215,6.984,21.637,52.923,145.043,161.807,74.484,32.03,48.422,276.369,2.858,2.642,32.071,0.949,2.01,21.852,48.967,32.24,17.01,17.907,1962385461,3.417,2.644,5.57,4.31
100848,1,-14.946,-36.267,0.033,0.105,0.736,0.031,0.219,6.481,15.97,154.515,186.086,157.202,42.06,33.415,1306.535,3.664,3.664,55.165,1.06,3.359,8.964,-12.657,-9.992,-6.839,-6.451,509950574,39.606,34.86,9.691,9.216
100849,1,-1.046,-23.345,0.827,2.936,10.613,0.649,2.346,18.744,22.757,112.188,137.201,199.898,49.746,28.6,435.321,2.312,0.979,55.139,1.275,4.523,21.466,12.054,9.445,6.782,5.318,1998138961,8.384,7.593,6.806,6.164
100850,1,16.865,-45.577,-3.234,-15.876,3.2,-7.794,1.57,2.918,89.982,89.066,152.214,141.844,315.775,17.933,215.289,14.61,13.22,67.921,0.414,2.036,30.587,-4.018,-1.102,-0.877,-2.114,1489216949,8.381,8.014,6.172,5.901
100851,1,277.993,-20.897,2.933,14.15,23.813,1.539,2.591,36.125,9.711,118.597,159.398,396.661,160.413,15.218,53.849,0.488,0.319,24.8,1.905,9.19,18.497,-43.125,-32.633,-25.867,-13.574,517231726,7.218,5.387,7.427,5.543
100852,1,28.21,-15.809,2.502,12.104,35.772,1.156,3.417,47.03,9.646,80.689,120.95,404.94,1.533,19.744,447.86,2.088,1.984,66.061,2.164,10.467,13.522,-14.93,-14.881,-11.804,-5.453,558889771,9.264,8.707,9.177,8.626
100853,1,41.849,-20.454,1.188,5.98,30.917,3.121,16.137,51.782,58.446,94.967,209.677,76.279,382.775,17.887,87.432,12.01,10.634,68.82,0.38,1.915,19.667,-75.781,-9.758,-7.818,-20.529,1104638645,12.409,11.831,12.65,12.061
100854,1,20.611,-29.232,0.447,6.048,59.274,0.469,4.596,14.369,45.202,67.649,201.209,516.796,808.984,7.013,188.627,6.848,6.785,70.301,0.954,12.895,28.013,-56.864,-22.551,-20.883,-21.888,1445579403,8.277,7.738,6.463,6.042
100855,1,6.216,-39.811,0.349,3.364,36.635,0.407,4.441,20.784,54.229,47.9,63.115,709.191,163.97,10.275,58.572,4.192,4.101,49.036,0.857,8.248,29.809,31.627,24.398,21.861,25.492,2393142898,7.914,7.545,7.657,7.3
100856,1,19.375,-11.047,1.697,6.047,36.704,1.158,7.028,43.243,31.163,300.751,307.769,80.769,189.878,26.979,204.184,4.153,3.953,56.253,1.466,5.222,42.154,67.124,27.838,20.023,13.658,780337375,4.813,4.495,5.722,5.344
100857,1,-22.222,-24.68,-0.204,-1.739,40,-0.188,4.331,26.436,42.418,72.043,101.612,652.631,10.526,13.103,89.743,4.896,3.954,52.413,1.084,9.234,42.288,11.267,11.111,9.805,9.039,225240000,4.47,2.333,4.301,2.245
100858,1,13.011,41.844,4.663,47.634,91.843,2.688,5.183,54.186,7.917,93.627,124.388,694.729,94.861,11.241,143.489,1.242,1.215,17.92,1.734,17.717,13.991,-9.44,-8.162,-7.363,-4.244,859879300,1.942,1.906,2.13,2.091
100859,1,30.692,56.708,7.284,26.986,26.061,4.12,3.979,24.467,23.663,114.535,132.75,199.259,70.74,27.027,385.792,2.541,2.387,57.617,1.767,6.548,31.93,-4.42,-2.828,-2.065,-1.168,1843358293,5.43,4.837,3.796,3.382
100860,1,42.857,-1.221,7.876,19.883,29.629,3.502,5.219,42.937,18.9,236.153,272.692,92.198,70.921,38.005,696.551,1.167,1.167,43.396,2.248,5.676,50.656,-36.514,-22.506,-13.59,-6.043,275190076,3.926,3.865,3.926,3.865
100861,1,8.303,-10.679,8.838,142.857,184.313,12.992,15.756,56.296,24.691,29.322,73.231,951.401,23.831,9.3,64.086,2.626,2.626,8.735,0.68,12.058,26.14,29.696,28.55,26.939,39.599,357290541,0.834,0.804,0.841,0.811
100862,1,27.972,19.143,2.887,9.98,24.729,1.734,4.298,58.761,11.014,88.131,128.119,260.242,2.323,27.581,247.141,2.236,2.236,49.148,1.664,5.752,23.648,1.984,1.964,1.395,0.838,1142796860,6.818,6.668,6.763,6.615
100863,1,27.879,17.53,6.282,21.024,29.919,5.058,7.198,44.223,19.081,151.674,158.373,203.902,34.39,29.56,351.002,1.686,1.686,39.149,1.242,4.156,34.635,-22.633,-18.954,-13.29,-10.7,294236336,4.209,3.883,4.052,3.738
100864,1,54.354,-41.159,3.039,17.71,46.004,2.936,7.628,50.835,27.09,337.362,470.054,72.222,465.873,15.671,1715.517,2.972,2.972,79.166,1.035,6.03,19.202,-54.687,-20.362,-16.867,-16.296,756354461,10.266,10,12.009,11.698
100865,1,60.712,40.844,3.548,17.219,23.373,4.139,5.618,30.006,41.429,122.155,129.597,149.807,226.057,21.014,339.772,3.036,2.452,66.561,0.857,4.16,23.616,-64.343,-35.056,-27.832,-32.463,3192984874,9.268,9.123,7.574,7.455
100866,1,244.198,21.147,9.511,25.583,36.491,5.305,7.567,50.505,17.006,83.492,84.758,154.206,47.745,33.117,426.043,2.88,2.437,52.161,1.792,4.822,30.73,10.903,7.088,4.452,2.483,1458479634,4.228,4.165,3.884,3.826
100867,1,-32.333,-5.629,4.015,16.457,28.98,1.541,2.714,9.677,29.766,100.582,134.934,229.765,4.013,29.959,202.888,0.703,0.703,33.066,2.604,10.676,25.491,-8.275,-8.198,-6.198,-2.379,888244835,2.82,2.82,3,3
100868,1,112.258,-21.063,1.302,3.521,19.014,1.295,6.994,26.732,36.026,109.132,158.447,151.034,75.862,30.59,773.684,3.367,3.367,64.556,1.005,2.718,26.041,-71.06,-51.239,-32.291,-32.124,139062500,6.954,6.272,8.5,7.666
100869,1,106.289,59.318,6.281,21.772,26.835,1.226,1.512,11.205,26.105,124,124.769,296.803,2.739,25.028,1054.687,0.627,0.028,51.428,5.12,17.746,148.721,-76.715,-75.77,-53.907,-10.527,915000000,5.769,4.384,4.591,3.489
100870,1,-23.712,-47.708,1.272,5.14,22.897,1.89,8.419,32.885,44.415,104.779,107.904,248.401,8.675,28.005,668.918,6.357,6.357,52.429,0.673,2.719,26.604,3.642,3.535,2.66,3.951,258500000,4.1,3.37,4.1,3.37
100871,1,51.741,17.578,3.124,11.226,21.643,1.56,3.009,24.833,22.232,117.804,161.847,147.92,119.504,27.216,108.672,2.188,1.48,51.953,2.001,7.192,53.245,-21.166,-11.827,-8.535,-4.264,1381500000,9.688,6.889,6.885,4.896
100872,1,118.869,56.467,4.306,17.444,24.611,3.091,4.361,44.607,25.434,56.462,81.325,278.958,37.385,24.018,151.436,2.899,0.718,57.433,1.393,5.643,25.538,0.824,0.664,0.5,0.359,1061401198,9.108,8.474,6.926,6.443
100873,1,-6.231,0.685,1.72,9.249,34.718,1.676,6.294,67.272,14.861,12.271,95.711,282.838,124.903,19.695,69.863,4.228,4.228,57.738,1.025,5.516,14.136,5.734,4.042,3.29,3.207,611542435,7.78,7.058,7.916,7.181
100874,1,-24.493,-9.929,7.674,136.134,184.313,5.283,11.219,60.35,47.296,81.261,88.468,895.161,487.096,6.746,148.292,6.392,6.392,32.644,1.452,25.764,90.004,31.516,18.574,17.527,12.067,725052174,1.219,0.63,1.185,0.612
100875,1,18.536,10.189,2.36,14.492,50.362,3.813,13.25,62.331,34.057,221.363,240.793,109.343,404.226,16.298,270.509,4.798,2.192,65.319,0.619,3.8,12.549,-83.857,-14.097,-11.801,-19.065,1071790698,8.398,7.911,11.66,10.983
100876,1,8.153,45.686,1.421,6.739,29.597,1.791,7.869,39.223,32.481,37.831,79.485,180.309,192.827,21.135,79.678,4.479,4.129,58.769,0.793,3.761,21.387,2.229,0.979,0.772,0.973,833800000,7.574,7.509,8.633,8.558
100877,1,7.122,-37.688,2.664,9.687,26.562,5.242,14.374,66.406,58.216,76.848,98.207,180.458,172.237,22.089,3847.826,8.511,8.511,76.213,0.508,1.847,33.696,8.876,4.387,3.18,6.257,1032762633,3.968,3.745,3.968,3.745
100878,1,-7.78,-4.962,2.971,10.647,37.075,2.948,10.266,56.889,26.802,180.623,188.423,148.355,86.967,29.822,692.272,4.902,4.085,59.498,1.007,3.611,20.909,-7.168,-4.42,-3.186,-3.161,754484456,4.933,3.307,4.734,3.173
100879,1,23.822,52.449,2.714,10.137,25.054,2.499,6.177,28.43,27.795,53.299,97.055,184.687,76.5,27.686,187.57,5.07,5.034,53.331,1.085,4.055,23.924,-6.945,-4.792,-3.509,-3.231,1556842962,4.884,4.576,4.298,4.027
100880,1,58.087,5.53,1.273,5.863,-2.605,1.063,-0.472,-4.225,22.25,94.389,97.285,233.122,195.78,18.907,91.287,1.851,1.063,56.681,1.197,5.511,23.584,-29.43,-13.859,-10.849,-9.062,564725727,15.279,15.279,7.598,7.598
100881,1,-16.35,29.016,4.587,29.585,47.337,3.773,6.037,70.796,14.553,49.275,148.033,179.553,132.342,24.277,63.902,3.245,2.188,55.505,1.215,7.84,23.119,-6.499,-3.8,-3.211,-2.641,192838863,5.082,4.256,4.589,3.843
100882,1,195.777,49.32,0.85,15.923,42.25,1.895,5.029,25.979,62.415,4.179,106.512,1941.666,432.079,3.892,0.912,3.841,3.841,17.263,0.448,8.401,12.48,5.225,3.859,3.653,8.137,2469789683,5.803,5.093,5.41,4.748
100883,1,101.943,153.577,3.513,11.551,16.308,1.845,2.604,22.857,27.421,111.272,115.636,235.546,53.747,25.687,91.699,1.628,0.325,35.258,1.904,6.26,43.334,10.087,7.425,5.167,2.713,757922668,2.751,2.635,2.437,2.334
100884,1,18.342,2.379,2.994,16.852,34.517,3.11,6.371,23.351,36.458,70.052,114.814,353.932,108.801,17.77,104.835,4.01,3.073,38.602,0.962,5.417,35.678,-5.765,-4.65,-3.823,-3.973,972713219,3.372,3.191,3.076,2.912
100885,1,7.081,71.14,15.512,69.502,98.852,11.134,15.837,72.408,24.43,96.329,107.851,211.047,59.038,27.02,1974.193,2.71,1.868,61.794,1.393,6.241,36.914,-1.401,-1.098,-0.853,-0.612,1595078495,2.573,2.508,2.441,2.379
100886,1,62.633,25.966,2.044,12.646,13.583,1.861,1.999,9.715,34.118,106.884,123.964,425.55,178.414,14.205,108.079,4.653,2.447,48.06,1.098,6.793,34.078,5.196,4.245,3.559,3.24,989788022,11.05,8.589,5.688,4.422
100887,1,15.081,-53.248,3.5,14.925,26.865,4.531,8.157,27.551,62.71,29.855,109.275,316.513,5.504,23.695,106.666,3.927,3.625,48.26,0.772,3.293,26.137,-7.523,-7.317,-5.6,-7.25,207571885,7.928,7.607,7.655,7.344
100888,1,-10.493,33.111,2.059,25.227,-68.085,3.774,-10.186,-28.105,88.118,38.418,64.624,633.884,329.476,9.404,150.51,5.593,4.638,45.932,0.545,6.683,34.11,11.323,7.455,6.846,12.551,1937731673,16.118,13.527,3.283,2.755
100889,1,74.285,-48.927,-4.872,-42.718,-20.711,-4.471,-2.168,-10.526,49.796,149.706,204.5,297.093,589.534,10.135,89.4,2.642,1.219,72.186,1.089,9.553,37.356,-101.196,-49.333,-43.706,-40.108,735000000,39.606,34.86,28.416,25.923
100890,1,-4.145,0.102,1.832,4.309,14.411,3.125,10.45,49.514,32.85,166.742,188.342,57.152,65.186,44.976,1283.146,6.096,6.096,50.587,0.586,1.379,19.164,17.754,9.877,5.677,9.682,641244813,3.869,3.647,3.976,3.748
100891,1,-15.182,9.719,5.944,19.021,27.173,3.503,5.005,31.948,23.52,140.638,143.411,178.908,5.459,35.165,491,2.802,1.401,51.745,1.696,5.429,39.745,-2.02,-1.976,-1.358,-0.8,469937424,4.983,2.705,3.729,2.025
100892,1,27.217,6.997,4.846,21.983,49.597,2.383,5.377,37.678,18.002,93.121,117.707,284.42,72.342,21.893,1066.666,2.703,2.397,72.712,2.033,9.223,22.34,-5.958,-4.738,-3.693,-1.816,1238737090,5.978,3.928,5.813,3.82
100893,1,-5.969,0.623,2.433,11.198,25.92,1.451,3.359,28.958,19.679,35.969,100.385,291.323,42.109,23.071,214.54,2.283,2.192,62.519,1.676,7.714,27.346,11.988,10.283,8.049,4.801,1938812288,4.557,4.489,4.354,4.289
100894,1,81.412,51.677,1.347,10.989,71.794,0.638,4.168,20.806,34.243,61.989,103.108,781.944,92.361,10.263,171.546,2.552,2.552,22.238,2.112,17.223,48.427,20.246,16.794,14.734,6.975,805063399,1.743,1.469,1.914,1.613
100895,1,-0.648,-10.546,1.225,6.018,31.018,1.484,7.65,32.211,59.925,156.478,167.359,205.505,172.921,20.901,290.681,6.594,5.138,53.781,0.825,4.054,138.557,6.339,4.113,3.275,3.968,2099173154,6.361,4.2,5.71,3.77
100896,1,31.847,3.068,0.852,2.112,8.448,0.667,2.669,25.49,16.598,139.352,156.526,163.826,2.572,37.537,2744.117,1.899,1.437,46.831,1.276,3.164,14.88,-9.529,-8.241,-4.916,-3.85,323339732,10.777,8.986,9.58,7.987
100897,1,10.565,-14.388,2.378,6.126,10.83,2.317,4.096,22.967,28.438,105.387,115.268,141.586,18.857,38.395,187.654,3.05,2.302,28.462,1.026,2.643,16.144,10.143,9.332,5.709,5.562,1901968533,5.089,3.355,3.814,2.514
100898,1,170.771,76.923,9.384,39.825,51.142,6.686,8.586,31.543,34.782,76.564,81.548,171.143,223.956,20.197,91.465,1.607,1.607,47.287,1.403,5.956,46.205,31.724,15.431,11.794,8.403,952000000,4.51,4.178,4.64,4.298
100899,1,65.979,31.289,14.468,32.075,37.735,5.475,6.441,23.952,62.068,107.692,125.641,191.803,72.131,27.477,403.448,0.805,0.805,32.882,2.642,5.858,88.51,105.714,86.046,47.234,17.874,385443956,1.697,1.488,1.738,1.523
100900,1,-10.666,-17.142,9.865,48.351,53.846,5.835,6.498,33.561,40.709,58.566,62.616,330.927,14.432,22.453,3425,2.254,2.254,59.722,1.69,8.285,73.094,20.319,19.718,15.695,9.283,306952066,3.486,2.972,3,2.558
100901,1,8.403,5.658,14.206,45.945,57.657,4.965,6.231,78.048,14.046,68.686,221.212,100,160.606,27.731,126.923,1.265,1.265,55.742,2.86,9.252,48.467,6.451,3.225,2.228,0.778,144260296,2.551,2.525,2.551,2.525
100902,1,46.072,104.77,3.654,20.526,45.526,3.428,7.604,40.61,35.595,53.283,117.1,192.601,304.534,16.746,40.285,4.483,4.439,61.31,1.065,5.986,38.838,43.426,14.591,11.993,11.252,809796314,5.81,4.844,5.598,4.667
100903,1,21.117,-28.601,1.077,4.213,16.168,0.981,3.766,17.045,32.132,41.601,104.758,305.096,7.596,24.231,167.326,3.081,3.058,56.966,1.098,4.292,27.6,-9.867,-9.398,-6.994,-6.368,1407743048,9.625,8.7,8.956,8.095
100904,1,31.668,-40.72,2.874,15.37,40.112,4.187,10.929,48.306,35.165,234.536,247.609,178.571,280.662,17.881,489.83,4.647,2.911,59.127,0.686,3.67,20.333,-78.327,-33.117,-26.923,-39.223,688550100,6.59,5.989,6.876,6.25
100905,1,-20.531,29.648,13.5,121.374,153.816,7.25,9.188,36.437,31.684,52.777,71.078,436.104,4.275,18.505,41.391,1.481,1.436,32.835,1.862,16.74,48.1,39.604,39.264,34.897,18.741,1389673267,0.946,0.339,0.971,0.348
100906,1,25.857,-17.456,0.885,4.619,24.143,0.456,2.384,27.504,20.849,98.296,123.31,273.508,185.589,17.885,199.076,1.721,1.721,56.495,1.94,10.126,15.367,-24.659,-13.745,-11.111,-5.724,1416698674,9.079,7.962,9.434,8.273
100907,1,35.994,17.626,3.47,9.29,20.537,3.472,7.675,36.971,33.176,174.829,192.097,85.63,79.448,37.724,223.933,2.668,2.229,42.609,0.999,2.675,30.069,-15.693,-7.757,-4.859,-4.861,907707819,2.704,2.148,2.888,2.294
100908,1,-11.869,-2.293,0.108,0.318,11.734,0.096,3.54,40.798,26.148,324.923,337.003,41.656,138.535,35.689,187.239,3.059,1.904,53.057,1.132,3.314,21.079,-23.285,-6.126,-4.032,-3.559,1358924841,5.221,4.729,4.743,4.296
100909,1,239.887,57.982,3.534,6.56,10.716,1.344,2.195,29.696,19.889,60.118,65.707,124.973,3.068,43.851,93.617,1.299,0.448,38.051,2.629,4.88,36.465,38.396,34.865,16.082,6.116,887651692,4.079,2.522,3.489,2.157
100910,1,-52.064,-54.662,2.048,7.692,9.34,2.341,2.842,10,29.999,21.18,108.333,158.241,20.329,35.897,46.59,0.501,0.501,27.021,0.874,3.285,18.141,-1.937,-1.794,-1.316,-1.505,179398633,7.611,6.888,5.074,4.592
100911,1,-2.238,17.576,7.113,33.089,56.734,6.363,10.91,57.275,17.805,85.237,127.034,238.817,74.988,24.165,718.88,4.176,4.115,65.035,1.117,5.199,23.716,10.072,7.62,5.982,5.351,1970197556,4.41,4.218,3.937,3.766
100912,1,50.563,-48.389,6.117,17.553,25.21,0.535,0.768,51.33,6.933,131.728,135.941,199.828,6.872,32.605,7266.447,0.33,0.13,65.658,9.854,32.802,22.713,-24.907,-23.576,-15.359,-1.343,322548607,7.417,7.101,6.104,5.843
100913,1,-7.024,45.964,1.877,28.187,132.885,1.612,7.603,27.049,27.477,14.096,106.128,1151.764,31.764,7.791,53.125,4.685,4.685,49.954,1.164,17.476,25.122,0.491,0.478,0.447,0.384,357751553,5.343,5.068,6.411,6.082
100914,1,113.786,27.816,4.318,15.456,26.84,2.054,3.566,9.98,38.833,156.649,170.15,208.037,76.649,25.995,2766.115,1.124,0.971,66.659,2.102,7.524,70.644,-140.628,-90.544,-65.246,-31.034,2797979527,9.047,7.582,8.888,7.448
100915,1,56.187,4.158,3.547,12.797,30.905,1.1,2.657,21.826,14.006,114.689,117.687,250.536,0,28.527,497.674,1.498,1.451,56.626,3.224,11.629,30.798,-19.112,-19.112,-13.813,-4.284,1196474110,6.045,4.133,5.854,4.003
100916,1,48.652,3.742,5.344,16.951,27.427,4.556,7.373,46.6,21.562,68.359,93.223,241.885,0,29.249,316.561,3.196,2.452,61.016,1.172,3.719,22.211,6.434,6.26,4.286,3.655,1362722940,4.89,3.883,4.744,3.766
100917,1,111.926,-8.981,1.695,4.718,7.339,1.192,1.854,13.658,38.531,136.013,185.139,118.918,73.18,34.234,97.826,2.847,-0.132,58.647,1.422,3.958,34.95,-112.375,-82.794,-53.038,-37.284,581826379,6.149,5.656,4.655,4.282
100918,1,6.802,-30.703,5.172,15,17.5,3.692,4.307,51.851,33.23,69.736,78.289,361.904,11.904,21.105,105.617,0.615,0.615,25.125,1.4,4.062,50.431,63.265,61.184,40.086,28.615,108000000,1.428,1.085,1.428,1.085
100919,1,-10.465,-37.913,17.835,22.123,27.728,3.696,4.632,23.383,21.343,294.029,335.82,17.819,2.659,83.002,125,0.147,-0.936,6.622,4.825,5.985,90.606,141.269,109.202,21.165,4.386,433057273,0.247,-0.727,0.24,-0.704
100920,1,11.859,-22.881,0.189,0.646,8.405,0.274,3.571,6.18,58.609,25.812,141.352,244.946,8.602,28.284,56.623,3.571,3.479,29.014,0.69,2.353,21.891,-4.786,-4.567,-3.226,-4.67,640011058,11.357,10.857,10.6,10.133
100921,1,-36.571,13.526,1.675,4.395,-7.535,1.702,-2.917,-33.802,29.868,229.106,250.935,73.886,49.462,44.773,393.227,2.553,2.553,32.255,0.984,2.582,28.896,3.894,1.643,1.017,1.033,491341044,,,3.844,3.008
100922,1,-20.6,-66.986,0.443,2.292,15.112,1.089,7.181,24.744,48.863,62.412,98.193,353.45,11.74,21.496,371.192,8.519,7.231,38.41,0.406,2.104,16.332,-0.962,-0.923,-0.745,-1.832,986554617,5.745,5.738,4.887,4.881
100923,1,-14.646,-49.907,1.623,4.016,3.212,1.845,1.476,4.819,53.471,116.463,148.17,129.133,3.937,42.905,69.23,2.583,-1.107,33.783,0.879,2.176,45.779,-8.963,-8.719,-5.194,-5.904,144906667,7.692,5.615,4.347,3.173
100924,1,5.502,43.27,3.005,12.644,57.923,3.788,17.353,69.609,51.766,207.164,217.873,88.755,169.21,27.935,181.696,7.269,7.166,51.551,0.793,3.337,31.803,-44.382,-14.839,-11.311,-14.256,2022500000,2.588,2.305,3.224,2.871
100925,1,79.039,-12.982,13.862,37.516,66.355,5.766,10.199,66.532,15.755,73.414,114.268,185.101,0,35.075,220.38,2.811,2.4,42.121,2.404,6.506,32.807,-14.873,-13.302,-8.386,-3.488,767745044,2.094,1.57,2.015,1.511
100926,1,42.168,9.27,6.903,28.635,41.163,1.63,2.343,15.206,29.27,50.121,84.2,323.287,0,23.624,72.289,0.318,0.318,17.984,4.234,17.561,59.87,28.368,28.358,21.521,5.082,2297736952,1.76,1.271,1.87,1.35
100927,1,8.346,19.041,3.878,21.586,30.949,1.931,2.769,15.966,18.476,16.605,123.354,377.885,0.691,20.895,16.277,1.675,1.652,32.014,2.007,11.175,11.229,-10.005,-9.986,-8.192,-4.08,2381842590,5.927,5.398,4.599,4.188
100928,1,-0.654,40.175,0.587,5.598,46.967,0.256,2.15,10.785,22.323,36.566,107.284,825.377,0,10.806,274.524,2.464,2.15,71.008,2.292,21.835,17.11,-14.593,-14.593,-13.061,-5.698,1567141604,12.794,11.723,10.116,9.269
100929,1,59.628,-52.273,2.188,5.27,5.53,2.125,2.23,11.067,28.976,90.194,92.331,170.749,2.605,36.582,532.361,2.703,2.283,52.836,1.029,2.478,17.346,-58.829,-56.654,-33.126,-32.178,1104000000,12.964,12.649,8.211,8.011
100930,1,27.11,5.692,5.063,17.361,26.736,1.844,2.84,30.8,22.64,67.432,116.219,250.159,0,28.558,172.164,0.7,0.7,39.963,2.745,9.413,39.898,-33.309,-33.309,-23.594,-8.594,613777284,4.866,4.577,4.921,4.629
